"","city","lat","lng","country"
"23859","East Highland Park",37.577,-77.3865,"United States"
"23860","Fontainebleau",48.4089,2.7017,"France"
"23861","Forfar",56.6442,-2.8884,"United Kingdom"
"23862","Budakeszi",47.5111,18.93,"Hungary"
"23863","Piquet Carneiro",-5.8039,-39.4178,"Brazil"
"23864","Hilvarenbeek",51.4861,5.1367,"Netherlands"
"23865","Madagh",35.0133,-2.3397,"Morocco"
"23866","Ober-Ramstadt",49.8333,8.75,"Germany"
"23867","Castanet-Tolosan",43.5156,1.4981,"France"
"23868","Outreau",50.7039,1.5939,"France"
"23869","Salinas da Margarida",-12.8708,-38.7639,"Brazil"
"23870","Pontivy",48.0686,-2.9628,"France"
"23871","Mainburg",48.65,11.7833,"Germany"
"23872","Glen Allen",37.666,-77.4838,"United States"
"23873","Riegelsberg",49.2942,6.9375,"Germany"
"23874","Ratekau",53.95,10.7333,"Germany"
"23875","Jelcz-Laskowice",51.0333,17.3333,"Poland"
"23876","Ban Bang Muang",13.8273,100.3859,"Thailand"
"23877","Australind",-33.28,115.726,"Australia"
"23878","Seven Oaks",34.0474,-81.1434,"United States"
"23879","Villalbilla",40.4339,-3.2989,"Spain"
"23880","Tamaki",34.4903,136.6308,"Japan"
"23881","Groves",29.9457,-93.9164,"United States"
"23882","Campanha",-21.8389,-45.3997,"Brazil"
"23883","Flers",48.7483,-0.5694,"France"
"23884","Mastic",40.8098,-72.8479,"United States"
"23885","Relangi",16.705,81.647,"India"
"23886","Galanta",48.1914,17.7308,"Slovakia"
"23887","La Solana",38.9414,-3.2394,"Spain"
"23888","Hofgeismar",51.496,9.3872,"Germany"
"23889","Hermitage",41.2305,-80.4414,"United States"
"23890","Salitre",-7.2839,-40.4606,"Brazil"
"23891","Forks",40.7358,-75.2211,"United States"
"23892","Churumuco de Morelos",18.6167,-101.6333,"Mexico"
"23893","Hampton",42.9391,-70.837,"United States"
"23894","Taperoá",-7.2064,-36.8236,"Brazil"
"23895","Itapiranga",-27.1689,-53.7119,"Brazil"
"23896","Cloverly",39.1065,-76.9993,"United States"
"23897","Bouc-Bel-Air",43.4544,5.4144,"France"
"23898","Bonheiden",51.0253,4.5483,"Belgium"
"23899","San Rafael Pie de la Cuesta",14.9333,-91.9167,"Guatemala"
"23900","Talladega",33.4329,-86.0976,"United States"
"23901","Mian Sahib",28.1559,68.6397,"Pakistan"
"23902","Erjie",24.6997,102.4872,"China"
"23903","Anazzou",30.6333,-8.05,"Morocco"
"23904","Vieiro",43.6481,-7.59,"Spain"
"23905","Konārka",19.8878,86.0948,"India"
"23906","Langenau",48.4994,10.1211,"Germany"
"23907","Coremas",-7.0139,-37.9458,"Brazil"
"23908","La Roda",39.207,-2.1604,"Spain"
"23909","Hartford",43.3223,-88.3782,"United States"
"23910","Victoria",12.45,124.3167,"Philippines"
"23911","Holly Springs",34.1685,-84.4845,"United States"
"23912","Belvedere Park",33.7488,-84.2598,"United States"
"23913","Seekonk",41.8379,-71.3174,"United States"
"23914","Kérouané",9.2704,-9.02,"Guinea"
"23915","Birecik",37.025,37.9769,"Turkey"
"23916","Moul El Bergui",32.5113,-8.9849,"Morocco"
"23917","Agidel",55.9,53.9333,"Russia"
"23918","Głuchołazy",50.3131,17.3742,"Poland"
"23919","Hayden",47.768,-116.8039,"United States"
"23920","Sabinópolis",-18.6658,-43.0839,"Brazil"
"23921","Middleburg Heights",41.3695,-81.8151,"United States"
"23922","Havelock North",-39.6667,176.8833,"New Zealand"
"23923","Rellingen",53.65,9.8167,"Germany"
"23924","Mount Vernon",38.314,-88.9174,"United States"
"23925","Hilltown",40.3416,-75.2534,"United States"
"23926","Klimavichy",53.6167,31.95,"Belarus"
"23927","Schroeder",-26.4128,-49.0728,"Brazil"
"23928","Kanegasaki",39.1956,141.1161,"Japan"
"23929","Rubiera",44.65,10.7833,"Italy"
"23930","Jacaraci",-14.85,-42.4328,"Brazil"
"23931","Edingen-Neckarhausen",49.4469,8.6094,"Germany"
"23932","Putaparti",14.1652,77.8117,"India"
"23933","Landázuri",6.2181,-73.8114,"Colombia"
"23934","Nyunzu",-5.95,28.0167,"Congo (Kinshasa)"
"23935","Amatitán",20.8333,-103.7167,"Mexico"
"23936","Daisen",35.5108,133.4961,"Japan"
"23937","Villa del Rosario",-31.5833,-63.5333,"Argentina"
"23938","Conguaco",14.047,-90.0336,"Guatemala"
"23939","Cumru",40.2811,-75.9544,"United States"
"23940","Nova Resende",-21.1258,-46.42,"Brazil"
"23941","Barro Alto",-11.7608,-41.9119,"Brazil"
"23942","Dattapulia",23.2404,88.7115,"India"
"23943","Mendrisio",45.8667,8.9833,"Switzerland"
"23944","Azpeitia",43.1819,-2.2653,"Spain"
"23945","Vila Bela da Santíssima Trindade",-15.0078,-59.9508,"Brazil"
"23946","Pulaski",37.0528,-80.7624,"United States"
"23947","Władysławowo",54.8339,18.3156,"Poland"
"23948","Saint-Rambert",45.4994,4.24,"France"
"23949","Küsnacht",47.3181,8.5825,"Switzerland"
"23950","Sananduva",-27.95,-51.8069,"Brazil"
"23951","Bāra",24.3146,87.9643,"India"
"23952","Calolziocorte",45.8,9.4333,"Italy"
"23953","Tarascon",43.805,4.6594,"France"
"23954","Libagon",10.3,125.05,"Philippines"
"23955","Odenthal",51.0333,7.1167,"Germany"
"23956","Gräfelfing",48.1189,11.4289,"Germany"
"23957","Northview",43.0427,-85.6016,"United States"
"23958","Hohenstein-Ernstthal",50.8,12.7167,"Germany"
"23959","South Middleton",40.1322,-77.1641,"United States"
"23960","Rochedale",-27.6,153.133,"Australia"
"23961","Thoen",17.61,99.2234,"Thailand"
"23962","Tendrara",33.05,-2,"Morocco"
"23963","Olonne-sur-Mer",46.5361,-1.7728,"France"
"23964","Moreau",43.2469,-73.6659,"United States"
"23965","Feucht",49.3758,11.2131,"Germany"
"23966","Fameck",49.2992,6.1097,"France"
"23967","Serra Preta",-12.16,-39.3319,"Brazil"
"23968","Castro Daire",40.9,-7.9333,"Portugal"
"23969","Münster",49.9167,8.8667,"Germany"
"23970","Chaltyr",47.2833,39.5,"Russia"
"23971","Oulad Bou Rahmoun",32.2953,-6.6669,"Morocco"
"23972","Tubod",9.562,125.571,"Philippines"
"23973","Pedara",37.6167,15.0667,"Italy"
"23974","Swallownest",53.3623,-1.3251,"United Kingdom"
"23975","Saloá",-8.9758,-36.6878,"Brazil"
"23976","Bailleul",50.7375,2.7339,"France"
"23977","Mackworth",52.9277,-1.5373,"United Kingdom"
"23978","Lower Salford",40.2639,-75.3929,"United States"
"23979","Motiong",11.7833,125,"Philippines"
"23980","Wakuya",38.5447,141.1347,"Japan"
"23981","Antarvedipālem",16.3319,81.732,"India"
"23982","Krasnovishersk",60.4,57.0667,"Russia"
"23983","Hückeswagen",51.145,7.3417,"Germany"
"23984","Washington",40.7587,-74.9825,"United States"
"23985","Bar-le-Duc",48.7717,5.1672,"France"
"23986","Brake",53.3333,8.4833,"Germany"
"23987","Maydolong",11.5,125.5,"Philippines"
"23988","Stony Point",41.2592,-74.0112,"United States"
"23989","Liangwancun",28.4466,104.2563,"China"
"23990","Horw",47.0164,8.3111,"Switzerland"
"23991","Chilcuautla",20.3333,-99.2333,"Mexico"
"23992","Chīpurupalle",18.3,83.5667,"India"
"23993","Lahoysk",54.2,27.85,"Belarus"
"23994","Eldorado",-24.52,-48.1081,"Brazil"
"23995","Alta",69.9686,23.2714,"Norway"
"23996","Raposos",-19.9669,-43.8039,"Brazil"
"23997","Popovo",43.3496,26.227,"Bulgaria"
"23998","Port Glasgow",55.934,-4.6906,"United Kingdom"
"23999","Springfield",49.9292,-96.6939,"Canada"
"24000","Nazaré",39.6,-9.0667,"Portugal"
"24001","Malo",45.6582,11.4047,"Italy"
"24002","Noto",37.3067,137.15,"Japan"
"24003","Grosse Pointe Woods",42.4366,-82.8987,"United States"
"24004","Junín",-11.15,-75.9833,"Peru"
"24005","Loviisa",60.4569,26.225,"Finland"
"24006","Castellammare del Golfo",38.0264,12.8806,"Italy"
"24007","Meco",40.5539,-3.3261,"Spain"
"24008","Belokurikha",52,84.9833,"Russia"
"24009","Villa Paranacito",-33.7,-58.6833,"Argentina"
"24010","Morlaix",48.5775,-3.8278,"France"
"24011","Zevio",45.3728,11.1303,"Italy"
"24012","Hueytown",33.4237,-87.022,"United States"
"24013","Penacova",40.2667,-8.2667,"Portugal"
"24014","Kurate",33.7919,130.6742,"Japan"
"24015","Kawaminami",32.1919,131.5258,"Japan"
"24016","Driouch",34.8665,-3.4223,"Morocco"
"24017","Aldine",29.9122,-95.3785,"United States"
"24018","Guastalla",44.9214,10.6542,"Italy"
"24019","Chitila",44.5172,25.9753,"Romania"
"24020","Capinópolis",-18.6819,-49.57,"Brazil"
"24021","Bradley",41.1641,-87.8452,"United States"
"24022","Southchase",28.3793,-81.3903,"United States"
"24023","Tazert",31.6597,-7.4092,"Morocco"
"24024","Poronaysk",49.2167,143.1,"Russia"
"24025","Kankipādu",16.45,80.7833,"India"
"24026","Cuarte de Huerva",41.5833,-0.9167,"Spain"
"24027","Ibipitanga",-12.8819,-42.4858,"Brazil"
"24028","Sannicandro Garganico",41.8333,15.5667,"Italy"
"24029","Santa Luzia",-6.8719,-36.9189,"Brazil"
"24030","San Vito al Tagliamento",45.9153,12.8556,"Italy"
"24031","Markgröningen",48.9047,9.0808,"Germany"
"24032","Aïn Jemaa",34.0333,-5.8,"Morocco"
"24033","Tapolca",46.8828,17.4411,"Hungary"
"24034","Tagoloan",8.1333,124.2667,"Philippines"
"24035","Blomberg",51.9331,9.0831,"Germany"
"24036","Tulle",45.2658,1.7722,"France"
"24037","Pineto",42.6167,14.0667,"Italy"
"24038","Wittenheim",47.8075,7.3369,"France"
"24039","Sárvár",47.2539,16.9353,"Hungary"
"24040","Privolzhsk",57.3833,41.2833,"Russia"
"24041","Selb",50.1667,12.1333,"Germany"
"24042","Kamitonda",33.6961,135.4289,"Japan"
"24043","Santa Maria a Vico",41.0333,14.4833,"Italy"
"24044","Wentorf bei Hamburg",53.4931,10.2533,"Germany"
"24045","Ribeiro do Amparo",-11.0469,-38.4328,"Brazil"
"24046","Ribnitz-Damgarten",54.25,12.4667,"Germany"
"24047","Xihuangni",38.3575,113.852,"China"
"24048","Witzenhausen",51.3417,9.8569,"Germany"
"24049","Fraga",41.52,0.35,"Spain"
"24050","Chellaston",52.8671,-1.4384,"United Kingdom"
"24051","Kerman",36.7249,-120.0625,"United States"
"24052","Yinhua",33.453,110.2601,"China"
"24053","Grefrath",51.3363,6.3408,"Germany"
"24054","Uiraúna",-6.5178,-38.4119,"Brazil"
"24055","Pestovo",58.6,35.8167,"Russia"
"24056","Città Sant’Angelo",42.5167,14.05,"Italy"
"24057","Támesis",5.6647,-75.7144,"Colombia"
"24058","Majiagoucha",37.5033,109.6303,"China"
"24059","Winkfield",51.4318,-0.7096,"United Kingdom"
"24060","Mindelheim",48.0333,10.4667,"Germany"
"24061","Hugo",45.1671,-92.9588,"United States"
"24062","Laterza",40.6333,16.8,"Italy"
"24063","Fray Luis A. Beltrán",-32.7833,-60.7333,"Argentina"
"24064","Spitak",40.8372,44.2675,"Armenia"
"24065","La Apartada",8.05,-75.3356,"Colombia"
"24066","Espumoso",-28.725,-52.85,"Brazil"
"24067","Sabbah",33.8036,-7.0372,"Morocco"
"24068","São Lourenço da Serra",-23.8528,-46.9428,"Brazil"
"24069","Paralímni",35.0387,33.9862,"Cyprus"
"24070","Humayingcun",41.1145,116.8985,"China"
"24071","Boksitogorsk",59.4736,33.8478,"Russia"
"24072","Ilha de Moçambique",-15.0367,40.7328,"Mozambique"
"24073","Büttelborn",49.9022,8.5137,"Germany"
"24074","Salyan",28.35,82.1833,"Nepal"
"24075","Kujūkuri",35.535,140.4406,"Japan"
"24076","Kingersheim",47.7914,7.3381,"France"
"24077","Damascus",39.2737,-77.2006,"United States"
"24078","Groß-Zimmern",49.8726,8.8343,"Germany"
"24079","Méru",49.2358,2.135,"France"
"24080","Beckingen",49.3928,6.7008,"Germany"
"24081","Brejões",-13.1039,-39.7958,"Brazil"
"24082","Campodarsego",45.5,11.9167,"Italy"
"24083","São Félix",-12.605,-38.9719,"Brazil"
"24084","Terra Rica",-22.7089,-52.6169,"Brazil"
"24085","Uchiko",33.5331,132.6581,"Japan"
"24086","Berlare",51.025,4.0025,"Belgium"
"24087","Rizal",8.5244,123.5516,"Philippines"
"24088","Qantīr",30.8032,31.8379,"Egypt"
"24089","Ünye",41.1271,37.2882,"Turkey"
"24090","Teolândia",-13.6019,-39.4908,"Brazil"
"24091","Vammala",61.3403,22.9097,"Finland"
"24092","Río San Juan",19.64,-70.08,"Dominican Republic"
"24093","Santa Adélia",-21.2428,-48.8039,"Brazil"
"24094","Kilimli",41.4833,31.8333,"Turkey"
"24095","Nakanojōmachi",36.5872,138.8408,"Japan"
"24096","Masty",53.4,24.5333,"Belarus"
"24097","Bitburg",49.9747,6.5256,"Germany"
"24098","Skalica",48.8436,17.2264,"Slovakia"
"24099","Tupi Paulista",-21.3808,-51.5708,"Brazil"
"24100","San Antonio La Paz",14.75,-90.2833,"Guatemala"
"24101","Tartarugalzinho",1.5058,-50.9119,"Brazil"
"24102","Mineral Wells",32.8169,-98.0776,"United States"
"24103","Neutraubling",48.9878,12.1964,"Germany"
"24104","Gehrden",52.3135,9.6008,"Germany"
"24105","Samobor",45.8011,15.711,"Croatia"
"24106","Itajobi",-21.3178,-49.0539,"Brazil"
"24107","Ben Taieb",35.0428,-3.4572,"Morocco"
"24108","Choszczno",53.1667,15.4,"Poland"
"24109","Laxou",48.6856,6.1522,"France"
"24110","Sisian",39.5208,46.0322,"Armenia"
"24111","Huchuan",34.9249,106.1409,"China"
"24112","Alvinópolis",-20.1069,-43.0489,"Brazil"
"24113","Bay Village",41.4851,-81.9315,"United States"
"24114","Candelaria",18.4043,-66.2175,"Puerto Rico"
"24115","Pequannock",40.9627,-74.3041,"United States"
"24116","Richterswil",47.2081,8.7058,"Switzerland"
"24117","Niedernhausen",50.1617,8.3176,"Germany"
"24118","Moura",38.1397,-7.4505,"Portugal"
"24119","Tazzarine",30.7802,-5.5663,"Morocco"
"24120","Kutchan",42.9017,140.7592,"Japan"
"24121","Garrel",52.9581,8.0253,"Germany"
"24122","San Pedro Tapanatepec",16.3667,-94.2,"Mexico"
"24123","Guipavas",48.4336,-4.4008,"France"
"24124","Mata Roma",-3.625,-43.1108,"Brazil"
"24125","Sindhnūr",15.7833,76.7667,"India"
"24126","Landsberg",51.5246,12.1596,"Germany"
"24127","Midar",34.9402,-3.5331,"Morocco"
"24128","Zozocolco de Hidalgo",20.1333,-97.5833,"Mexico"
"24129","Meilen",47.2703,8.6411,"Switzerland"
"24130","Silvino Lobos",12.3,124.8333,"Philippines"
"24131","Sullivan",43.0922,-75.8794,"United States"
"24132","Elk Plain",47.0448,-122.3671,"United States"
"24133","Weston",44.8905,-89.5487,"United States"
"24134","Joghtāy",36.6361,57.0728,"Iran"
"24135","Andoain",43.2167,-2.0167,"Spain"
"24136","Sommacampagna",45.4,10.85,"Italy"
"24137","Hereford",34.8232,-102.4001,"United States"
"24138","Barra de Santa Rosa",-6.72,-36.0608,"Brazil"
"24139","Gaspé",48.8333,-64.4833,"Canada"
"24140","Bayserke",43.4909,77.039,"Kazakhstan"
"24141","Galion",40.7385,-82.7792,"United States"
"24142","Cossato",45.5667,8.1667,"Italy"
"24143","Gardabani",41.45,45.1,"Georgia"
"24144","Patnanungan",14.7833,122.1833,"Philippines"
"24145","College Park",33.6363,-84.464,"United States"
"24146","El Arenal",20.2167,-98.9167,"Mexico"
"24147","Dentsville",34.0754,-80.9546,"United States"
"24148","Grovetown",33.4504,-82.2073,"United States"
"24149","Bangui",18.5333,120.7667,"Philippines"
"24150","Oued Jdida",33.9333,-5.3667,"Morocco"
"24151","Chirpan",42.1981,25.3304,"Bulgaria"
"24152","Rosarno",38.485,15.9797,"Italy"
"24153","Cirò Marina",39.3667,17.1167,"Italy"
"24154","Pleasanton",28.9643,-98.4957,"United States"
"24155","Amlash",37.0975,50.1864,"Iran"
"24156","Nopala de Villagran",20.2528,-99.6433,"Mexico"
"24157","Great Bend",38.3593,-98.8016,"United States"
"24158","Bela Vista do Paraíso",-22.9969,-51.1908,"Brazil"
"24159","Gualdo Tadino",43.2333,12.7833,"Italy"
"24160","Gantt",34.7837,-82.4027,"United States"
"24161","Ratzeburg",53.7017,10.7567,"Germany"
"24162","Ritterhude",53.1861,8.758,"Germany"
"24163","Bhimphedi",27.551,85.13,"Nepal"
"24164","Trepuzzi",40.4,18.0667,"Italy"
"24165","Canutama",-6.5339,-64.3828,"Brazil"
"24166","Porteiras",-7.535,-39.1178,"Brazil"
"24167","Rāmechhāp",27.326,86.087,"Nepal"
"24168","Santa",17.4917,120.4333,"Philippines"
"24169","Arnedo",42.2167,-2.1,"Spain"
"24170","Tavagnacco",46.1333,13.2167,"Italy"
"24171","Kochkor-Ata",41.0358,72.4814,"Kyrgyzstan"
"24172","Rossville",39.3572,-76.4767,"United States"
"24173","Burshtyn",49.26,24.635,"Ukraine"
"24174","Tatarikan",7.7333,124.1167,"Philippines"
"24175","La Carolina",38.2667,-3.6167,"Spain"
"24176","Natividade do Carangola",-21.0419,-41.9728,"Brazil"
"24177","Gondomar",42.1111,-8.7611,"Spain"
"24178","Fortuna",-5.7328,-44.1578,"Brazil"
"24179","Anpachi",35.3356,136.6656,"Japan"
"24180","Santa Brígida",-9.7358,-38.1258,"Brazil"
"24181","Antequera",9.7812,123.8975,"Philippines"
"24182","Râşnov",45.5931,25.4603,"Romania"
"24183","Kulunda",52.5667,78.9472,"Russia"
"24184","Tayum",17.6165,120.6553,"Philippines"
"24185","Yellāreddi",18.1859,78.0212,"India"
"24186","Battalgazi",38.4228,38.3656,"Turkey"
"24187","Opwijk",50.9667,4.1833,"Belgium"
"24188","Hanamsāgar",15.8722,76.0431,"India"
"24189","Castañuelas",19.7,-71.5,"Dominican Republic"
"24190","Plainfield",41.6992,-71.8987,"United States"
"24191","Teixeira",-7.2228,-37.2539,"Brazil"
"24192","La Flèche",47.6997,-0.0761,"France"
"24193","Pont-à-Mousson",48.9044,6.0542,"France"
"24194","Punata",-17.5469,-65.8367,"Bolivia"
"24195","Tulchyn",48.6744,28.8497,"Ukraine"
"24196","Bennington",42.8852,-73.2132,"United States"
"24197","Pilisvörösvár",47.6211,18.9108,"Hungary"
"24198","Kök-Janggak",41.0307,73.2058,"Kyrgyzstan"
"24199","Burbach",50.7444,8.0861,"Germany"
"24200","Jiquiriçá",-13.2569,-39.5719,"Brazil"
"24201","Kenora",49.7667,-94.4833,"Canada"
"24202","Rosà",45.7167,11.7667,"Italy"
"24203","Englewood",26.9603,-82.3535,"United States"
"24204","Hilchenbach",50.9983,8.1094,"Germany"
"24205","Mering",48.2625,10.9844,"Germany"
"24206","Triunfo",-7.8378,-38.1019,"Brazil"
"24207","Thouars",46.975,-0.2153,"France"
"24208","Jamestown",46.9063,-98.6936,"United States"
"24209","Vil’nyans’k",47.9445,35.4331,"Ukraine"
"24210","Mahinog",9.15,124.7833,"Philippines"
"24211","Horta",38.5333,-28.6333,"Portugal"
"24212","Matungao",8.1333,124.1667,"Philippines"
"24213","Exeter",42.9901,-70.9646,"United States"
"24214","Şalkhad",32.4914,36.7106,"Syria"
"24215","Leninsk",48.7,45.2,"Russia"
"24216","West Richland",46.3115,-119.3998,"United States"
"24217","Alexándreia",40.6283,22.4454,"Greece"
"24218","Vişeu de Sus",47.7111,24.4264,"Romania"
"24219","Aizubange",37.5614,139.8217,"Japan"
"24220","Ylivieska",64.0722,24.5375,"Finland"
"24221","San Juan",10.2667,125.1833,"Philippines"
"24222","Chépica",-34.7333,-71.2833,"Chile"
"24223","Calanogas",7.75,124.1,"Philippines"
"24224","Lagangilang",17.6103,120.7344,"Philippines"
"24225","Park City",40.6505,-111.502,"United States"
"24226","Oldsmar",28.0507,-82.6698,"United States"
"24227","Lohfelden",51.2716,9.5487,"Germany"
"24228","Washington Court House",39.5383,-83.4279,"United States"
"24229","Sasso Marconi",44.4,11.25,"Italy"
"24230","Taguatinga",-12.4061,-46.4339,"Brazil"
"24231","Northborough",42.3231,-71.6462,"United States"
"24232","Coto de Caza",33.5961,-117.5862,"United States"
"24233","Whitman",42.08,-70.9399,"United States"
"24234","Canteleu",49.4511,1.0361,"France"
"24235","Obando",4.5761,-75.9731,"Colombia"
"24236","Buggenhout",51,4.2,"Belgium"
"24237","Pontinia",41.4083,13.0443,"Italy"
"24238","Sorso",40.7983,8.5772,"Italy"
"24239","Carmignano",43.8103,11.0149,"Italy"
"24240","Haga",36.5481,140.0581,"Japan"
"24241","Esbiaat",32.2044,-8.5608,"Morocco"
"24242","Itaú de Minas",-20.7389,-46.7519,"Brazil"
"24243","Breukelen",52.1725,4.9986,"Netherlands"
"24244","Lummen",50.9833,5.2,"Belgium"
"24245","Bacuag",9.6081,125.6405,"Philippines"
"24246","Uhingen",48.7058,9.5919,"Germany"
"24247","Grão Mogol",-16.5589,-42.89,"Brazil"
"24248","Ravels",51.3703,4.9936,"Belgium"
"24249","Quixelô",-6.2539,-39.2019,"Brazil"
"24250","Bludenz",47.1533,9.8219,"Austria"
"24251","Turnov",50.5873,15.1569,"Czechia"
"24252","Jisr ez Zarqā",32.5379,34.9122,"Israel"
"24253","Neu-Anspach",50.3003,8.5072,"Germany"
"24254","Cherrapunji",25.3009,91.6962,"India"
"24255","Penrith",-33.7511,150.6942,"Australia"
"24256","Bonanza",14.0167,-84.5833,"Nicaragua"
"24257","Upper Southampton",40.1723,-75.0362,"United States"
"24258","Bad Bramstedt",53.9186,9.8844,"Germany"
"24259","Sarmīn",35.9,36.7167,"Syria"
"24260","Mariestad",58.705,13.828,"Sweden"
"24261","Douar Souk L‘qolla",35.0717,-5.5703,"Morocco"
"24262","Massalubrense",40.6167,14.35,"Italy"
"24263","Qiaoyang",35.0716,104.1846,"China"
"24264","Dalkeith",55.8958,-3.0583,"United Kingdom"
"24265","Depew",42.9117,-78.7044,"United States"
"24266","Susanville",40.4205,-120.6129,"United States"
"24267","Aghbal",34.9394,-2.1272,"Morocco"
"24268","Chaguaramas",9.3385,-66.2525,"Venezuela"
"24269","Belchertown",42.2787,-72.4004,"United States"
"24270","Mitane",40.1017,140.005,"Japan"
"24271","Bikkavolu",16.9624,82.049,"India"
"24272","Swampscott",42.4757,-70.9068,"United States"
"24273","Iharan̈a",-13.375,50.01,"Madagascar"
"24274","Madanpur",23.02,88.48,"India"
"24275","Shlisselburg",59.945,31.0347,"Russia"
"24276","Dimiao",9.6167,124.1667,"Philippines"
"24277","Nakagawa",36.7383,140.1714,"Japan"
"24278","Vandalia",39.879,-84.193,"United States"
"24279","Verdal",63.7922,11.4817,"Norway"
"24280","Tabant",31.6581,-6.42,"Morocco"
"24281","Auriflama",-20.6858,-50.555,"Brazil"
"24282","Bni Darkoul",35.0563,-5.0688,"Morocco"
"24283","Willow Grove",40.1495,-75.1178,"United States"
"24284","Candói",-25.6628,-52.1258,"Brazil"
"24285","Iporã",-24.0028,-53.7039,"Brazil"
"24286","Vennesla",58.3106,7.8569,"Norway"
"24287","Drahichyn",52.1833,25.15,"Belarus"
"24288","Coribe",-13.8289,-44.4539,"Brazil"
"24289","Człuchów",53.65,17.3667,"Poland"
"24290","Jinta",37.8573,102.5775,"China"
"24291","Andrésy",48.9808,2.0583,"France"
"24292","Sidmant al Jabal",29.0856,30.9344,"Egypt"
"24293","Gourrama",32.3375,-4.0761,"Morocco"
"24294","Detva",48.5572,19.4208,"Slovakia"
"24295","Tiszaújváros",47.9228,21.0519,"Hungary"
"24296","Serhetabat",35.2758,62.3417,"Turkmenistan"
"24297","Botelhos",-21.6424,-46.3937,"Brazil"
"24298","Tsumeb",-19.25,17.7167,"Namibia"
"24299","Cold Lake",54.4642,-110.1825,"Canada"
"24300","Saint-Fargeau",48.5328,2.5447,"France"
"24301","Assaí",-23.3728,-50.8408,"Brazil"
"24302","Tall Abyaḑ",36.6975,38.9567,"Syria"
"24303","Anzegem",50.8336,3.4783,"Belgium"
"24304","Woippy",49.1511,6.1514,"France"
"24305","Avrillé",47.5069,-0.5889,"France"
"24306","Fort Carson",38.7403,-104.784,"United States"
"24307","Joaíma",-16.6539,-41.0308,"Brazil"
"24308","Pallasovka",50.05,46.8833,"Russia"
"24309","Saint-Jean-de-Luz",43.3903,-1.6597,"France"
"24310","Nioro",15.1833,-9.55,"Mali"
"24311","Nobres",-14.72,-56.3278,"Brazil"
"24312","Mantua",39.7618,-75.1686,"United States"
"24313","Sumidouro",-22.05,-42.675,"Brazil"
"24314","Nastola",60.9477,25.9301,"Finland"
"24315","Presidente Getúlio",-27.0508,-49.6228,"Brazil"
"24316","Beech Grove",39.7157,-86.0871,"United States"
"24317","Hewitt",31.452,-97.196,"United States"
"24318","Bongaree",-27.0813,153.1636,"Australia"
"24319","Thompson",41.6474,-74.6745,"United States"
"24320","Levoča",49.0228,20.5906,"Slovakia"
"24321","Sera",34.5867,133.0567,"Japan"
"24322","Echuca",-36.1333,144.75,"Australia"
"24323","Magione",43.15,12.2,"Italy"
"24324","Tehachapi",35.1274,-118.4749,"United States"
"24325","Buhuşi",46.715,26.7042,"Romania"
"24326","Meerane",50.8519,12.4636,"Germany"
"24327","Misaki",34.3169,135.1422,"Japan"
"24328","Cabañas",14.9333,-89.8,"Guatemala"
"24329","Nerchinsk",51.9833,116.5833,"Russia"
"24330","Villaviciosa",43.4833,-5.4333,"Spain"
"24331","Pugachev",52.0133,48.8025,"Russia"
"24332","Cabral",18.25,-71.2167,"Dominican Republic"
"24333","Shuichecun",24.09,116.0174,"China"
"24334","Vinci",43.7833,10.9167,"Italy"
"24335","Impruneta",43.6854,11.2544,"Italy"
"24336","Farnborough",51.3591,0.0741,"United Kingdom"
"24337","Woudrichem",51.8133,5.0006,"Netherlands"
"24338","Busto Garolfo",45.5478,8.8867,"Italy"
"24339","Astoria",46.1856,-123.8053,"United States"
"24340","Mineral del Monte",20.1333,-98.6667,"Mexico"
"24341","Fritzlar",51.1333,9.2667,"Germany"
"24342","Lons",43.315,-0.4108,"France"
"24343","Alamo",37.8546,-122.013,"United States"
"24344","Paianía",37.95,23.85,"Greece"
"24345","Areado",-21.3589,-46.1458,"Brazil"
"24346","Kondrovo",54.8064,35.9278,"Russia"
"24347","Kizel",59.05,57.65,"Russia"
"24348","Poděbrady",50.1425,15.1189,"Czechia"
"24349","San Julian",11.7536,125.4558,"Philippines"
"24350","Mascote",-15.5628,-39.3028,"Brazil"
"24351","Taft",35.1267,-119.4242,"United States"
"24352","Ferndale",48.8525,-122.5893,"United States"
"24353","Livingston",37.3875,-120.7248,"United States"
"24354","Whitewater",42.8372,-88.7341,"United States"
"24355","Clarksdale",34.1971,-90.5729,"United States"
"24356","Romilly-sur-Seine",48.5158,3.7267,"France"
"24357","Holalagondi",15.4873,77.0464,"India"
"24358","Mori",42.105,140.5764,"Japan"
"24359","West Lealman",27.8191,-82.7385,"United States"
"24360","Mondolfo",43.7517,13.0956,"Italy"
"24361","Vrbovec",45.8833,16.4333,"Croatia"
"24362","Bom Jesus do Galho",-19.8289,-42.3158,"Brazil"
"24363","Arona",45.7569,8.56,"Italy"
"24364","Penrith",54.6648,-2.7548,"United Kingdom"
"24365","Franklin Park",40.5903,-80.0999,"United States"
"24366","Bhalil",33.85,-4.8667,"Morocco"
"24367","Ramsey",41.0595,-74.1454,"United States"
"24368","Nyzhnia Krynka",48.1144,38.1606,"Ukraine"
"24369","Collecchio",44.7527,10.2157,"Italy"
"24370","New Freedom",39.7353,-76.6967,"United States"
"24371","Alpine",32.8439,-116.7585,"United States"
"24372","Victor",42.9894,-77.4277,"United States"
